index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Clr,Recov,home,game_id
13,Raphaël Varane,19.0,fr FRA,CB,28-147,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,87.0,93.0,93.5,8.0,68.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0,48
14,Scott McTominay,39.0,sct SCO,DM,24-285,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,1.0,1.0,2.0,0.1,0.1,0.1,3.0,0.0,54.0,59.0,91.5,7.0,53.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,19.0,45.0,0,48
0,14 Players,,,,,990,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,633.0,20.0,9.0,18.0,0.5,0.5,0.2,16.0,0.0,414.0,510.0,81.2,23.0,408.0,10.0,14.0,7.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1,49
1,Bryan Gil,11.0,es ESP,AM,20-220,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,0.0,9.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1,49
2,Cristian Romero,4.0,ar ARG,CB,23-145,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,37.0,42.0,88.1,2.0,36.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1,49
3,Davinson Sánchez,6.0,co COL,CB,25-099,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1,49
4,Dele Alli,20.0,eng ENG,LM,25-161,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,32.0,42.0,76.2,2.0,37.0,0.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,4.0,6.0,1,49
5,Emerson,12.0,br BRA,RB,22-248,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,33.0,40.0,82.5,2.0,28.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,8.0,1,49
6,Eric Dier,15.0,eng ENG,CB,27-247,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,64.0,84.4,2.0,48.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1,49
7,Giovani Lo Celso,18.0,ar ARG,AM,25-163,61,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,39.0,0.0,0.0,1.0,0.2,0.2,0.1,3.0,0.0,24.0,30.0,80.0,1.0,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1,49
8,Harry Kane,10.0,eng ENG,AM,28-053,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,23.0,32.0,71.9,2.0,29.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,7.0,1,49
9,Hugo Lloris,1.0,fr FRA,GK,34-267,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,69.2,0.0,15.0,0.0,0.0,0.0,9.0,3.0,6.0,66.7,1.8,3.0,11.0,27.3,20.0,1.0,50.0,37.2,6.0,16.7,19.2,22.0,1.0,4.5,0.0,6.0,10.0,6.0,1,49
10,Oliver Skipp,29.0,eng ENG,CM,21-003,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,89.5,3.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,5.0,1,49
11,Pierre Højbjerg,5.0,dk DEN,"CM,RM",26-045,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,58.0,69.0,84.1,3.0,53.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1,49
12,Sergio Reguilón,3.0,es ESP,LB,24-277,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,43.0,55.0,78.2,2.0,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,5.0,4.0,1,49
13,Son Heung-min,7.0,kr KOR,FW,29-073,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,43.0,0.0,1.0,1.0,0.1,0.1,0.0,3.0,0.0,26.0,34.0,76.5,1.0,22.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1,49
14,Tanguy Ndombele,28.0,fr FRA,RM,24-265,61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.0,37.0,89.2,3.0,32.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,24.0,50.0,1,49
0,13 Players,,,,,990,3.0,3.0,0.0,0.0,20.0,9.0,1.0,0.0,699.0,15.0,15.0,11.0,2.2,2.2,2.1,39.0,6.0,484.0,573.0,84.5,51.0,409.0,17.0,18.0,8.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0,49
1,Andreas Christensen,4.0,dk DEN,CB,25-162,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,0.0,3.0,0.0,0.1,0.1,0.0,3.0,0.0,49.0,56.0,87.5,5.0,35.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0,49
2,Antonio Rüdiger,2.0,de GER,CB,28-200,90,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,60.0,0.0,2.0,0.0,0.1,0.1,0.2,3.0,0.0,47.0,52.0,90.4,5.0,41.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,49
3,César Azpilicueta,28.0,es ESP,WB,32-022,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,2.0,1.0,0.0,0.0,0.0,0.3,4.0,1.0,47.0,59.0,79.7,3.0,31.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0,49
4,Jorginho,5.0,it ITA,CM,29-273,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,1.0,0.0,0.0,0.0,0.1,2.0,0.0,59.0,68.0,86.8,4.0,43.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0,49
5,Kai Havertz,29.0,de GER,"AM,FW",22-100,69,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,46.0,1.0,0.0,2.0,0.2,0.2,0.0,2.0,0.0,21.0,27.0,77.8,3.0,25.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0,49
6,Kepa Arrizabalaga,1.0,es ESP,GK,26-351,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,30.0,93.3,0.0,24.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,0.8,4.0,5.0,80.0,26.0,6.0,19.2,26.0,4.0,0.0,11.8,11.0,1.0,9.1,2.0,21.8,1.0,8.0,0,49
7,Marcos Alonso,3.0,es ESP,WB,30-265,90,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,92.0,0.0,4.0,3.0,0.3,0.3,0.3,5.0,1.0,58.0,74.0,78.4,6.0,54.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,4.0,0,49
8,Mason Mount,19.0,eng ENG,AM,22-252,45,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,1.0,2.0,0.2,0.2,0.0,1.0,0.0,18.0,21.0,85.7,3.0,17.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0,49
9,Mateo Kovačić,8.0,hr CRO,CM,27-136,90,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,73.0,6.0,0.0,3.0,0.5,0.5,0.0,8.0,2.0,54.0,61.0,88.5,10.0,45.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0,49
10,N'Golo Kanté,7.0,fr FRA,CM,30-174,45,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,39.0,2.0,0.0,0.0,0.0,0.0,0.4,3.0,1.0,29.0,34.0,85.3,7.0,26.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,7.0,0,49
11,Romelu Lukaku,9.0,be BEL,FW,28-129,90,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,31.0,1.0,0.0,0.0,0.3,0.3,0.7,4.0,0.0,13.0,19.0,68.4,2.0,18.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0,49
12,Thiago Silva,6.0,br BRA,CB,36-362,90,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,76.0,1.0,3.0,1.0,0.1,0.1,0.0,1.0,0.0,53.0,62.0,85.5,2.0,40.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,49
13,Timo Werner,11.0,de GER,FW,25-197,21,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,13.0,0.0,0.0,0.0,0.4,0.4,0.1,3.0,1.0,8.0,10.0,80.0,1.0,10.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.0,52.0,0,49
0,14 Players,,,,,990,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,558.0,13.0,7.0,16.0,0.2,0.2,0.2,9.0,0.0,361.0,452.0,79.9,20.0,298.0,14.0,18.0,10.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,50
1,Andreas Christensen,4.0,dk DEN,CB,25-168,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,57.0,65.0,87.7,3.0,36.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1,50
2,Antonio Rüdiger,2.0,de GER,CB,28-206,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,44.0,50.0,88.0,3.0,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,50
3,César Azpilicueta,28.0,es ESP,"WB,CB",32-028,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,2.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,54.0,77.0,70.1,5.0,42.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1,50
4,Edouard Mendy,16.0,sn SEN,GK,29-208,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,35.0,88.6,0.0,20.0,0.0,0.0,0.0,3.0,1.0,2.0,66.7,0.7,6.0,8.0,75.0,22.0,6.0,22.7,30.4,13.0,23.1,26.5,19.0,3.0,15.8,0.0,5.3,0.0,3.0,1,50
5,Jorginho,5.0,it ITA,CM,29-279,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,32.0,34.0,94.1,1.0,27.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,5.0,1,50
6,Kai Havertz,29.0,de GER,AM,22-106,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1,50
7,Marcos Alonso,3.0,es ESP,WB,30-271,90,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,55.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,27.0,41.0,65.9,2.0,33.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,7.0,1,50
8,Mateo Kovačić,8.0,hr CRO,CM,27-142,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,1.0,1.0,2.0,0.1,0.1,0.0,0.0,0.0,30.0,38.0,78.9,4.0,27.0,0.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1,50
9,N'Golo Kanté,7.0,fr FRA,CM,30-180,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,73.7,1.0,16.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1,50
10,Reece James,24.0,eng ENG,WB,21-291,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,81.8,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1,50
11,Romelu Lukaku,9.0,be BEL,FW,28-135,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,7.0,13.0,53.8,0.0,8.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,5.0,11.0,1,50
12,Ruben Loftus-Cheek,12.0,eng ENG,CM,25-245,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,15.0,93.3,0.0,11.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1,50
13,Thiago Silva,6.0,br BRA,CB,37-003,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,29.0,34.0,85.3,0.0,21.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1,50
14,Timo Werner,11.0,de GER,"FW,AM",25-203,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,9.0,15.0,60.0,0.0,12.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,26.0,42.0,1,50
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,15.0,3.0,2.0,0.0,750.0,16.0,8.0,11.0,1.7,1.7,1.5,29.0,1.0,547.0,645.0,84.8,50.0,386.0,35.0,15.0,9.0,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0,50
1,Aymeric Laporte,14.0,es ESP,CB,27-121,90,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,82.0,0.0,2.0,1.0,0.4,0.4,0.0,0.0,0.0,71.0,73.0,97.3,5.0,48.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,50
2,Bernardo Silva,20.0,pt POR,RM,27-046,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,64.0,75.0,85.3,12.0,47.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0,50
3,Ederson,31.0,br BRA,GK,28-039,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,31.0,77.4,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,9.0,33.3,27.0,4.0,25.9,32.5,3.0,66.7,53.7,13.0,3.0,23.1,2.0,15.8,0.0,1.0,0,50
4,Fernandinho,25.0,br BRA,LM,36-144,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0,50
5,Gabriel Jesus,9.0,br BRA,"RW,FW",24-175,90,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,56.0,2.0,1.0,0.0,0.4,0.4,0.0,1.0,0.0,37.0,47.0,78.7,2.0,32.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,50
6,Jack Grealish,10.0,eng ENG,LW,26-015,86,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,51.0,1.0,0.0,2.0,0.5,0.5,0.1,6.0,0.0,26.0,36.0,72.2,1.0,30.0,9.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,50
7,João Cancelo,27.0,pt POR,LB,27-121,90,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,112.0,1.0,3.0,3.0,0.0,0.0,0.1,2.0,1.0,79.0,100.0,79.0,10.0,61.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0,50
8,Kevin De Bruyne,17.0,be BEL,LM,30-089,80,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,52.0,3.0,0.0,2.0,0.2,0.2,0.4,5.0,0.0,22.0,37.0,59.5,5.0,15.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,4.0,9.0,0,50
9,Kyle Walker,2.0,eng ENG,RB,31-120,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,0.0,1.0,0.0,0.0,0.1,3.0,0.0,56.0,62.0,90.3,3.0,34.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0,50
10,Phil Foden,47.0,eng ENG,"FW,LM",21-120,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.8,4.0,0.0,20.0,27.0,74.1,2.0,12.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,7.0,0,50
11,Raheem Sterling,7.0,eng ENG,LW,26-291,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0,50
12,Riyad Mahrez,26.0,dz ALG,RW,30-216,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0,50
13,Rodri,16.0,es ESP,CM,25-095,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,89.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,75.0,79.0,94.9,7.0,42.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,50
14,Rúben Dias,3.0,pt POR,CB,24-134,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,82.0,1.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,70.0,75.0,93.3,2.0,41.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,17.0,53.0,0,50
0,14 Players,,,,,990,0.0,0.0,0.0,1.0,27.0,4.0,2.0,0.0,569.0,12.0,9.0,4.0,2.2,1.4,1.2,48.0,0.0,346.0,461.0,75.1,45.0,310.0,30.0,20.0,16.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,51
1,Aaron Wan-Bissaka,29.0,eng ENG,RB,23-303,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,2.0,2.0,0.0,0.0,0.0,0.1,4.0,0.0,57.0,73.0,78.1,3.0,40.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,7.0,1,51
2,Bruno Fernandes,18.0,pt POR,AM,27-017,90,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,65.0,1.0,2.0,0.0,1.0,0.2,0.5,14.0,0.0,37.0,56.0,66.1,8.0,38.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1,51
3,Cristiano Ronaldo,7.0,pt POR,"FW,LW",36-232,90,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,0.0,0.0,1.0,0.1,0.1,0.0,5.0,0.0,18.0,26.0,69.2,3.0,24.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1,51
4,David de Gea,1.0,es ESP,GK,30-322,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,24.0,79.2,0.0,14.0,0.0,0.0,0.0,3.0,1.0,2.0,66.7,0.9,2.0,3.0,66.7,19.0,2.0,15.8,28.6,5.0,0.0,20.0,18.0,0.0,0.0,1.0,18.5,2.0,6.0,1,51
5,Diogo Dalot,20.0,pt POR,LB,22-191,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0,68.8,6.0,18.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1,51
6,Edinson Cavani,21.0,uy URU,FW,34-223,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,66.7,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1,51
7,Fred,17.0,br BRA,DM,28-204,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,45.0,77.8,4.0,27.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,4.0,1,51
8,Harry Maguire,5.0,eng ENG,CB,28-204,66,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,21.0,81.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1,51
9,Luke Shaw,23.0,eng ENG,LB,26-075,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,0.0,20.0,22.0,90.9,6.0,16.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,6.0,3.0,1,51
10,Mason Greenwood,11.0,eng ENG,RW,19-359,90,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,40.0,0.0,0.0,0.0,0.6,0.6,0.1,7.0,0.0,21.0,27.0,77.8,2.0,26.0,6.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1,51
11,Paul Pogba,6.0,fr FRA,"LW,DM",28-194,90,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,59.0,1.0,0.0,1.0,0.4,0.4,0.2,8.0,0.0,27.0,41.0,65.9,8.0,35.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,7.0,1,51
12,Raphaël Varane,19.0,fr FRA,CB,28-153,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,2.0,2.0,0.0,0.0,0.0,0.1,2.0,0.0,40.0,54.0,74.1,0.0,35.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,8.0,1,51
13,Scott McTominay,39.0,sct SCO,DM,24-291,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,1.0,0.0,0.0,0.1,1.0,0.0,19.0,24.0,79.2,3.0,18.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1,51
14,Victor Lindelöf,2.0,se SWE,CB,27-070,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,92.3,2.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,21.0,53.0,1,51
0,13 Players,,,,,990,1.0,1.0,0.0,0.0,7.0,3.0,2.0,0.0,443.0,9.0,15.0,25.0,1.0,1.0,0.8,11.0,1.0,214.0,321.0,66.7,24.0,180.0,7.0,14.0,6.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0,51
1,Cameron Archer,35.0,eng ENG,CM,20-066,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0,51
2,Danny Ings,20.0,eng ENG,FW,29-064,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,26.0,61.5,2.0,15.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,51
3,Douglas Luiz,6.0,br BRA,CM,23-139,90,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,2.0,1.0,0.0,0.0,0.5,5.0,1.0,22.0,34.0,64.7,2.0,20.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0,51
4,Emi Buendía,10.0,ar ARG,FW,24-274,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,85.7,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,51
5,Emiliano Martínez,1.0,ar ARG,GK,29-023,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,40.0,47.5,0.0,19.0,0.0,0.0,0.0,4.0,0.0,4.0,100.0,0.3,8.0,28.0,28.6,27.0,2.0,70.4,48.1,13.0,69.2,49.0,11.0,0.0,0.0,4.0,26.8,0.0,5.0,0,51
6,Ezri Konsa,4.0,eng ENG,CB,23-337,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,1.0,1.0,3.0,0.2,0.2,0.0,0.0,0.0,20.0,22.0,90.9,3.0,8.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0,51
